criterion,model1,model2,cohort_pair,feature,rbo
Integration with Other Services,openai,gemini,proprietary,Access to podcasts,0.8178048692829407
Integration with Other Services,openai,gemini,proprietary,Broadcast messages to multiple contacts,0.4776921460112279
Integration with Other Services,openai,gemini,proprietary,Build photo collage,0.6321443603030061
Integration with Other Services,openai,gemini,proprietary,Collaborate with others,0.7549898207107693
Integration with Other Services,openai,gemini,proprietary,Go Live,0.6830765547359766
Integration with Other Services,openai,gemini,proprietary,Keeping up with friends,0.4540091609324767
Integration with Other Services,openai,gemini,proprietary,List items for sale,0.5730953309786235
Integration with Other Services,openai,gemini,proprietary,Photo effects,0.5462496074253032
Integration with Other Services,openai,gemini,proprietary,Play games,0.3959439412058599
Integration with Other Services,openai,gemini,proprietary,Play playlist on shuffle mode,0.7970073980063108
Integration with Other Services,openai,gemini,proprietary,Rate movies,0.5361150046834083
Integration with Other Services,openai,gemini,proprietary,Search for offer on item,0.22534853140033598
Integration with Other Services,openai,gemini,proprietary,Send files,0.6918314664538678
Integration with Other Services,openai,gemini,proprietary,Watch streams,0.7110856796358657
Integration with Other Services,openai,gemini,proprietary,Write notes,0.7670342168704463
Integration with Other Services,openai,anthropic,proprietary,Access to movies,0.5640152698235325
Integration with Other Services,openai,anthropic,proprietary,Access to podcasts,0.8182010711980989
Integration with Other Services,openai,anthropic,proprietary,Broadcast messages to multiple contacts,0.6393671942401205
Integration with Other Services,openai,anthropic,proprietary,Build photo collage,0.5230723176944911
Integration with Other Services,openai,anthropic,proprietary,Collaborate with others,0.7694589954637573
Integration with Other Services,openai,anthropic,proprietary,Go Live,0.8194119810016203
Integration with Other Services,openai,anthropic,proprietary,Keeping up with friends,0.8710236871138572
Integration with Other Services,openai,anthropic,proprietary,List items for sale,0.7250393784889992
Integration with Other Services,openai,anthropic,proprietary,Photo effects,0.5146106400672966
Integration with Other Services,openai,anthropic,proprietary,Play games,0.2905430521075662
Integration with Other Services,openai,anthropic,proprietary,Play playlist on shuffle mode,0.870743870777904
Integration with Other Services,openai,anthropic,proprietary,Rate movies,0.5066384986355122
Integration with Other Services,openai,anthropic,proprietary,Search for offer on item,0.27860127775320204
Integration with Other Services,openai,anthropic,proprietary,Send files,0.7897396816987781
Integration with Other Services,openai,anthropic,proprietary,Watch streams,0.5598231991191611
Integration with Other Services,openai,anthropic,proprietary,Write notes,0.6855091604761868
Integration with Other Services,openai,mistral,proprietary,Access to movies,0.48098211338576374
Integration with Other Services,openai,mistral,proprietary,Access to podcasts,0.7097178759119279
Integration with Other Services,openai,mistral,proprietary,Broadcast messages to multiple contacts,0.4430135921428042
Integration with Other Services,openai,mistral,proprietary,Build photo collage,0.5337870977987202
Integration with Other Services,openai,mistral,proprietary,Collaborate with others,0.36641846367735004
Integration with Other Services,openai,mistral,proprietary,Go Live,0.10640016816406224
Integration with Other Services,openai,mistral,proprietary,Keeping up with friends,0.8222560370186577
Integration with Other Services,openai,mistral,proprietary,List items for sale,0.659275113506911
Integration with Other Services,openai,mistral,proprietary,Photo effects,0.1949862320449161
Integration with Other Services,openai,mistral,proprietary,Play games,0.15072478098015302
Integration with Other Services,openai,mistral,proprietary,Play playlist on shuffle mode,0.8492542407593661
Integration with Other Services,openai,mistral,proprietary,Rate movies,0.13616397311159448
Integration with Other Services,openai,mistral,proprietary,Search for offer on item,0.2924261434895171
Integration with Other Services,openai,mistral,proprietary,Send files,0.7519157470175297
Integration with Other Services,openai,mistral,proprietary,Watch streams,0.37439258316526297
Integration with Other Services,openai,mistral,proprietary,Write notes,0.6308064255229852
Integration with Other Services,gemini,anthropic,proprietary,Access to movies,0.2967483822492872
Integration with Other Services,gemini,anthropic,proprietary,Access to podcasts,0.7245245907832204
Integration with Other Services,gemini,anthropic,proprietary,Broadcast messages to multiple contacts,0.44516083000223866
Integration with Other Services,gemini,anthropic,proprietary,Build photo collage,0.48859513838847823
Integration with Other Services,gemini,anthropic,proprietary,Collaborate with others,0.7654228791800687
Integration with Other Services,gemini,anthropic,proprietary,Go Live,0.6516028103585453
Integration with Other Services,gemini,anthropic,proprietary,Keeping up with friends,0.4103618848995872
Integration with Other Services,gemini,anthropic,proprietary,List items for sale,0.616096977855736
Integration with Other Services,gemini,anthropic,proprietary,Photo effects,0.4040207597426667
Integration with Other Services,gemini,anthropic,proprietary,Play games,0.227031626447715
Integration with Other Services,gemini,anthropic,proprietary,Play playlist on shuffle mode,0.7967718629782155
Integration with Other Services,gemini,anthropic,proprietary,Rate movies,0.475248994178425
Integration with Other Services,gemini,anthropic,proprietary,Search for offer on item,0.38885636524515166
Integration with Other Services,gemini,anthropic,proprietary,Send files,0.7478569029322891
Integration with Other Services,gemini,anthropic,proprietary,Watch streams,0.5763060386541646
Integration with Other Services,gemini,anthropic,proprietary,Write notes,0.6302358501848425
Integration with Other Services,gemini,mistral,proprietary,Access to movies,0.11182305388688746
Integration with Other Services,gemini,mistral,proprietary,Access to podcasts,0.596179345615402
Integration with Other Services,gemini,mistral,proprietary,Broadcast messages to multiple contacts,0.1772684423846803
Integration with Other Services,gemini,mistral,proprietary,Build photo collage,0.44452384494419456
Integration with Other Services,gemini,mistral,proprietary,Collaborate with others,0.35263006863884555
Integration with Other Services,gemini,mistral,proprietary,Go Live,0.18780134136486099
Integration with Other Services,gemini,mistral,proprietary,Keeping up with friends,0.3842480617811567
Integration with Other Services,gemini,mistral,proprietary,List items for sale,0.4029583092657003
Integration with Other Services,gemini,mistral,proprietary,Photo effects,0.2658883681711376
Integration with Other Services,gemini,mistral,proprietary,Play games,0.12202848374663625
Integration with Other Services,gemini,mistral,proprietary,Play playlist on shuffle mode,0.7886147783483969
Integration with Other Services,gemini,mistral,proprietary,Rate movies,0.1454010412675649
Integration with Other Services,gemini,mistral,proprietary,Search for offer on item,0.3021821162246311
Integration with Other Services,gemini,mistral,proprietary,Send files,0.6297229082366915
Integration with Other Services,gemini,mistral,proprietary,Watch streams,0.42346689942298643
Integration with Other Services,gemini,mistral,proprietary,Write notes,0.6109678336212039
Integration with Other Services,anthropic,mistral,proprietary,Access to movies,0.649047986903487
Integration with Other Services,anthropic,mistral,proprietary,Access to podcasts,0.7934360124790971
Integration with Other Services,anthropic,mistral,proprietary,Broadcast messages to multiple contacts,0.3765700619843139
Integration with Other Services,anthropic,mistral,proprietary,Build photo collage,0.6351954066458684
Integration with Other Services,anthropic,mistral,proprietary,Collaborate with others,0.4013688502727855
Integration with Other Services,anthropic,mistral,proprietary,Go Live,0.11427597713961914
Integration with Other Services,anthropic,mistral,proprietary,Keeping up with friends,0.8289594922945714
Integration with Other Services,anthropic,mistral,proprietary,List items for sale,0.646154817378179
Integration with Other Services,anthropic,mistral,proprietary,Photo effects,0.15668738842210397
Integration with Other Services,anthropic,mistral,proprietary,Play games,0.317036345576649
Integration with Other Services,anthropic,mistral,proprietary,Play playlist on shuffle mode,0.8813562603340082
Integration with Other Services,anthropic,mistral,proprietary,Rate movies,0.2606571748770603
Integration with Other Services,anthropic,mistral,proprietary,Search for offer on item,0.31656702527835434
Integration with Other Services,anthropic,mistral,proprietary,Send files,0.6892593429424078
Integration with Other Services,anthropic,mistral,proprietary,Watch streams,0.5480109132038669
Integration with Other Services,anthropic,mistral,proprietary,Write notes,0.7693495886282347
Performance and Stability,llama31_8b,gemma3_4b,open,Access to movies,0.6672016327301243
Performance and Stability,llama31_8b,gemma3_4b,open,Access to podcasts,0.3324080220662994
Performance and Stability,llama31_8b,gemma3_4b,open,Broadcast messages to multiple contacts,0.2638799497741176
Performance and Stability,llama31_8b,gemma3_4b,open,Build photo collage,0.0797652421373288
Performance and Stability,llama31_8b,gemma3_4b,open,Collaborate with others,0.28308946470747964
Performance and Stability,llama31_8b,gemma3_4b,open,Go Live,0.27649355812224685
Performance and Stability,llama31_8b,gemma3_4b,open,Keeping up with friends,0.39696545307841613
Performance and Stability,llama31_8b,gemma3_4b,open,List items for sale,0.36631485120369534
Performance and Stability,llama31_8b,gemma3_4b,open,Photo effects,0.1953429084227534
Performance and Stability,llama31_8b,gemma3_4b,open,Play games,0.2842429312285601
Performance and Stability,llama31_8b,gemma3_4b,open,Play playlist on shuffle mode,0.40002164176485316
Performance and Stability,llama31_8b,gemma3_4b,open,Rate movies,0.2044487297702525
Performance and Stability,llama31_8b,gemma3_4b,open,Search for offer on item,0.09802869451821072
Performance and Stability,llama31_8b,gemma3_4b,open,Send files,0.21597962490072875
Performance and Stability,llama31_8b,gemma3_4b,open,Watch streams,0.2808611073183944
Performance and Stability,llama31_8b,gemma3_4b,open,Write notes,0.5673755722280409
Performance and Stability,llama31_8b,qwen3_8b,open,Access to movies,0.6537818294178334
Performance and Stability,llama31_8b,qwen3_8b,open,Access to podcasts,0.40655610642591894
Performance and Stability,llama31_8b,qwen3_8b,open,Broadcast messages to multiple contacts,0.14029705946795634
Performance and Stability,llama31_8b,qwen3_8b,open,Build photo collage,0.11869683246876321
Performance and Stability,llama31_8b,qwen3_8b,open,Collaborate with others,0.503490695861072
Performance and Stability,llama31_8b,qwen3_8b,open,Go Live,0.3717149542143949
Performance and Stability,llama31_8b,qwen3_8b,open,Keeping up with friends,0.6227323007398788
Performance and Stability,llama31_8b,qwen3_8b,open,List items for sale,0.24055753958555354
Performance and Stability,llama31_8b,qwen3_8b,open,Photo effects,0.18050060846879165
Performance and Stability,llama31_8b,qwen3_8b,open,Play games,0.31499959312797526
Performance and Stability,llama31_8b,qwen3_8b,open,Play playlist on shuffle mode,0.3769579784523555
Performance and Stability,llama31_8b,qwen3_8b,open,Rate movies,0.26287434338751736
Performance and Stability,llama31_8b,qwen3_8b,open,Search for offer on item,0.06969458375349823
Performance and Stability,llama31_8b,qwen3_8b,open,Send files,0.23186793593823854
Performance and Stability,llama31_8b,qwen3_8b,open,Watch streams,0.17473695631355532
Performance and Stability,llama31_8b,qwen3_8b,open,Write notes,0.45884414244360755
Performance and Stability,llama31_8b,gptoss20b,open,Access to movies,0.7097790021260749
Performance and Stability,llama31_8b,gptoss20b,open,Access to podcasts,0.42888400486967027
Performance and Stability,llama31_8b,gptoss20b,open,Broadcast messages to multiple contacts,0.18285331795981705
Performance and Stability,llama31_8b,gptoss20b,open,Build photo collage,0.11381756844754477
Performance and Stability,llama31_8b,gptoss20b,open,Collaborate with others,0.5100665845074681
Performance and Stability,llama31_8b,gptoss20b,open,Go Live,0.12524235545508036
Performance and Stability,llama31_8b,gptoss20b,open,Keeping up with friends,0.3519523916733671
Performance and Stability,llama31_8b,gptoss20b,open,List items for sale,0.26139576504597206
Performance and Stability,llama31_8b,gptoss20b,open,Photo effects,0.21864815289982586
Performance and Stability,llama31_8b,gptoss20b,open,Play games,0.2553174137758405
Performance and Stability,llama31_8b,gptoss20b,open,Play playlist on shuffle mode,0.42793889870819213
Performance and Stability,llama31_8b,gptoss20b,open,Rate movies,0.2973547484406407
Performance and Stability,llama31_8b,gptoss20b,open,Search for offer on item,0.07237165365878212
Performance and Stability,llama31_8b,gptoss20b,open,Send files,0.17944250829801844
Performance and Stability,llama31_8b,gptoss20b,open,Watch streams,0.08347578538029372
Performance and Stability,llama31_8b,gptoss20b,open,Write notes,0.3990681666951072
Performance and Stability,llama31_8b,mistral_open,open,Access to movies,0.6251969547759465
Performance and Stability,llama31_8b,mistral_open,open,Access to podcasts,0.40128428958440265
Performance and Stability,llama31_8b,mistral_open,open,Broadcast messages to multiple contacts,0.1700606099967323
Performance and Stability,llama31_8b,mistral_open,open,Build photo collage,0.10530184401211957
Performance and Stability,llama31_8b,mistral_open,open,Collaborate with others,0.5620168925811524
Performance and Stability,llama31_8b,mistral_open,open,Go Live,0.059956088295068925
Performance and Stability,llama31_8b,mistral_open,open,Keeping up with friends,0.7076444701699365
Performance and Stability,llama31_8b,mistral_open,open,List items for sale,0.2740346914615062
Performance and Stability,llama31_8b,mistral_open,open,Photo effects,0.15373138610520368
Performance and Stability,llama31_8b,mistral_open,open,Play games,0.30316393963986743
Performance and Stability,llama31_8b,mistral_open,open,Play playlist on shuffle mode,0.4605710481343188
Performance and Stability,llama31_8b,mistral_open,open,Rate movies,0.2427963788469377
Performance and Stability,llama31_8b,mistral_open,open,Search for offer on item,0.07119936776719445
Performance and Stability,llama31_8b,mistral_open,open,Send files,0.1406065090499901
Performance and Stability,llama31_8b,mistral_open,open,Watch streams,0.13472641239889255
Performance and Stability,llama31_8b,mistral_open,open,Write notes,0.6945893600913706
Performance and Stability,llama31_8b,deepseekr1_8b,open,Access to movies,0.6408577390439005
Performance and Stability,llama31_8b,deepseekr1_8b,open,Access to podcasts,0.4012036430074424
Performance and Stability,llama31_8b,deepseekr1_8b,open,Broadcast messages to multiple contacts,0.14132044309783595
Performance and Stability,llama31_8b,deepseekr1_8b,open,Build photo collage,0.09223199003112599
Performance and Stability,llama31_8b,deepseekr1_8b,open,Collaborate with others,0.39369631391059884
Performance and Stability,llama31_8b,deepseekr1_8b,open,Go Live,0.0982486690202257
Performance and Stability,llama31_8b,deepseekr1_8b,open,Keeping up with friends,0.569722986847702
Performance and Stability,llama31_8b,deepseekr1_8b,open,List items for sale,0.19318512706295626
Performance and Stability,llama31_8b,deepseekr1_8b,open,Photo effects,0.22102358120261767
Performance and Stability,llama31_8b,deepseekr1_8b,open,Play games,0.30073275038890185
Performance and Stability,llama31_8b,deepseekr1_8b,open,Play playlist on shuffle mode,0.3809505196484702
Performance and Stability,llama31_8b,deepseekr1_8b,open,Rate movies,0.24469655459126421
Performance and Stability,llama31_8b,deepseekr1_8b,open,Search for offer on item,0.05919007658230962
Performance and Stability,llama31_8b,deepseekr1_8b,open,Send files,0.09424360209422314
Performance and Stability,llama31_8b,deepseekr1_8b,open,Watch streams,0.31167033781707704
Performance and Stability,llama31_8b,deepseekr1_8b,open,Write notes,0.3371202230083857
Performance and Stability,llama31_8b,openai,cross,Access to movies,0.687275091555351
Performance and Stability,llama31_8b,openai,cross,Access to podcasts,0.4220080894332064
Performance and Stability,llama31_8b,openai,cross,Broadcast messages to multiple contacts,0.1788856488239961
Performance and Stability,llama31_8b,openai,cross,Build photo collage,0.11125508414480079
Performance and Stability,llama31_8b,openai,cross,Collaborate with others,0.5132767857856166
Performance and Stability,llama31_8b,openai,cross,Go Live,0.11428414733690646
Performance and Stability,llama31_8b,openai,cross,Keeping up with friends,0.4355557444406267
Performance and Stability,llama31_8b,openai,cross,List items for sale,0.3490618840098035
Performance and Stability,llama31_8b,openai,cross,Photo effects,0.26587735920352973
Performance and Stability,llama31_8b,openai,cross,Play games,0.29198332246290554
Performance and Stability,llama31_8b,openai,cross,Play playlist on shuffle mode,0.37462642573022903
Performance and Stability,llama31_8b,openai,cross,Rate movies,0.26464292496411107
Performance and Stability,llama31_8b,openai,cross,Search for offer on item,0.066506527208761
Performance and Stability,llama31_8b,openai,cross,Send files,0.19851214667995534
Performance and Stability,llama31_8b,openai,cross,Watch streams,0.22766300998640493
Performance and Stability,llama31_8b,openai,cross,Write notes,0.30681093650656677
Performance and Stability,llama31_8b,gemini,cross,Access to movies,0.4078849641900641
Performance and Stability,llama31_8b,gemini,cross,Access to podcasts,0.41035906520166454
Performance and Stability,llama31_8b,gemini,cross,Broadcast messages to multiple contacts,0.1493356496130273
Performance and Stability,llama31_8b,gemini,cross,Build photo collage,0.07741496606240218
Performance and Stability,llama31_8b,gemini,cross,Collaborate with others,0.5148068412931077
Performance and Stability,llama31_8b,gemini,cross,Go Live,0.12232738174254094
Performance and Stability,llama31_8b,gemini,cross,Keeping up with friends,0.280105137173627
Performance and Stability,llama31_8b,gemini,cross,List items for sale,0.3600995880786537
Performance and Stability,llama31_8b,gemini,cross,Photo effects,0.2467697130172325
Performance and Stability,llama31_8b,gemini,cross,Play games,0.23820676942769536
Performance and Stability,llama31_8b,gemini,cross,Play playlist on shuffle mode,0.3665222092284212
Performance and Stability,llama31_8b,gemini,cross,Rate movies,0.24794029364905534
Performance and Stability,llama31_8b,gemini,cross,Search for offer on item,0.06973517755666321
Performance and Stability,llama31_8b,gemini,cross,Send files,0.21639883543775223
Performance and Stability,llama31_8b,gemini,cross,Watch streams,0.27376505830763603
Performance and Stability,llama31_8b,gemini,cross,Write notes,0.29712815646921675
Performance and Stability,llama31_8b,anthropic,cross,Access to movies,0.7164328234070482
Performance and Stability,llama31_8b,anthropic,cross,Access to podcasts,0.43698381813731774
Performance and Stability,llama31_8b,anthropic,cross,Broadcast messages to multiple contacts,0.16234591882530208
Performance and Stability,llama31_8b,anthropic,cross,Build photo collage,0.12245582436288133
Performance and Stability,llama31_8b,anthropic,cross,Collaborate with others,0.5446970312835593
Performance and Stability,llama31_8b,anthropic,cross,Go Live,0.09418750104525873
Performance and Stability,llama31_8b,anthropic,cross,Keeping up with friends,0.5210096817030806
Performance and Stability,llama31_8b,anthropic,cross,List items for sale,0.3866708177469603
Performance and Stability,llama31_8b,anthropic,cross,Photo effects,0.3255991327012182
Performance and Stability,llama31_8b,anthropic,cross,Play games,0.39444638868179266
Performance and Stability,llama31_8b,anthropic,cross,Play playlist on shuffle mode,0.4343844328574488
Performance and Stability,llama31_8b,anthropic,cross,Rate movies,0.2868944555686446
Performance and Stability,llama31_8b,anthropic,cross,Search for offer on item,0.09275270931440971
Performance and Stability,llama31_8b,anthropic,cross,Send files,0.19311107388512488
Performance and Stability,llama31_8b,anthropic,cross,Watch streams,0.4436134996196256
Performance and Stability,llama31_8b,anthropic,cross,Write notes,0.29830646329916205
Performance and Stability,llama31_8b,mistral,cross,Access to movies,0.756655576843454
Performance and Stability,llama31_8b,mistral,cross,Access to podcasts,0.43064363815077206
Performance and Stability,llama31_8b,mistral,cross,Broadcast messages to multiple contacts,0.1604255819681616
Performance and Stability,llama31_8b,mistral,cross,Build photo collage,0.11241131666579013
Performance and Stability,llama31_8b,mistral,cross,Collaborate with others,0.29422868747998904
Performance and Stability,llama31_8b,mistral,cross,Go Live,0.30838876077969307
Performance and Stability,llama31_8b,mistral,cross,Keeping up with friends,0.7054320858966457
Performance and Stability,llama31_8b,mistral,cross,List items for sale,0.2944709432514325
Performance and Stability,llama31_8b,mistral,cross,Photo effects,0.20798227918262288
Performance and Stability,llama31_8b,mistral,cross,Play games,0.0
Performance and Stability,llama31_8b,mistral,cross,Play playlist on shuffle mode,0.4221348795342514
Performance and Stability,llama31_8b,mistral,cross,Rate movies,0.18892650769968838
Performance and Stability,llama31_8b,mistral,cross,Search for offer on item,0.12057097598670176
Performance and Stability,llama31_8b,mistral,cross,Send files,0.17166000675409504
Performance and Stability,llama31_8b,mistral,cross,Watch streams,0.4021768069069165
Performance and Stability,llama31_8b,mistral,cross,Write notes,0.53247273544747
Performance and Stability,gemma3_4b,qwen3_8b,open,Access to movies,0.7243059854214187
Performance and Stability,gemma3_4b,qwen3_8b,open,Access to podcasts,0.6307615226331376
Performance and Stability,gemma3_4b,qwen3_8b,open,Broadcast messages to multiple contacts,0.43937002305147344
Performance and Stability,gemma3_4b,qwen3_8b,open,Build photo collage,0.16866299081896646
Performance and Stability,gemma3_4b,qwen3_8b,open,Collaborate with others,0.2902516975410816
Performance and Stability,gemma3_4b,qwen3_8b,open,Go Live,0.41803957934336405
Performance and Stability,gemma3_4b,qwen3_8b,open,Keeping up with friends,0.5296349535142162
Performance and Stability,gemma3_4b,qwen3_8b,open,List items for sale,0.6897727496316868
Performance and Stability,gemma3_4b,qwen3_8b,open,Photo effects,0.2170364765053177
Performance and Stability,gemma3_4b,qwen3_8b,open,Play games,0.3691002998591485
Performance and Stability,gemma3_4b,qwen3_8b,open,Play playlist on shuffle mode,0.7098080979800775
Performance and Stability,gemma3_4b,qwen3_8b,open,Rate movies,0.2753346447131436
Performance and Stability,gemma3_4b,qwen3_8b,open,Search for offer on item,0.11379644046082772
Performance and Stability,gemma3_4b,qwen3_8b,open,Send files,0.4782337767964861
Performance and Stability,gemma3_4b,qwen3_8b,open,Watch streams,0.37743701082745024
Performance and Stability,gemma3_4b,qwen3_8b,open,Write notes,0.619414190083176
Performance and Stability,gemma3_4b,gptoss20b,open,Access to movies,0.8281991490744619
Performance and Stability,gemma3_4b,gptoss20b,open,Access to podcasts,0.5111798597803546
Performance and Stability,gemma3_4b,gptoss20b,open,Broadcast messages to multiple contacts,0.5064860011106519
Performance and Stability,gemma3_4b,gptoss20b,open,Build photo collage,0.18046439396499575
Performance and Stability,gemma3_4b,gptoss20b,open,Collaborate with others,0.45747008896472563
Performance and Stability,gemma3_4b,gptoss20b,open,Go Live,0.26294496304579074
Performance and Stability,gemma3_4b,gptoss20b,open,Keeping up with friends,0.7429917467159082
Performance and Stability,gemma3_4b,gptoss20b,open,List items for sale,0.5589302651391747
Performance and Stability,gemma3_4b,gptoss20b,open,Photo effects,0.2843562895491026
Performance and Stability,gemma3_4b,gptoss20b,open,Play games,0.14012268284278998
Performance and Stability,gemma3_4b,gptoss20b,open,Play playlist on shuffle mode,0.7909429540874743
Performance and Stability,gemma3_4b,gptoss20b,open,Rate movies,0.3248022196656812
Performance and Stability,gemma3_4b,gptoss20b,open,Search for offer on item,0.14805184226646864
Performance and Stability,gemma3_4b,gptoss20b,open,Send files,0.14859158731835198
Performance and Stability,gemma3_4b,gptoss20b,open,Watch streams,0.18032844715467367
Performance and Stability,gemma3_4b,gptoss20b,open,Write notes,0.5450440396489264
Performance and Stability,gemma3_4b,mistral_open,open,Access to movies,0.7745680423926334
Performance and Stability,gemma3_4b,mistral_open,open,Access to podcasts,0.45974530685023735
Performance and Stability,gemma3_4b,mistral_open,open,Broadcast messages to multiple contacts,0.472800873889194
Performance and Stability,gemma3_4b,mistral_open,open,Build photo collage,0.19919810674264263
Performance and Stability,gemma3_4b,mistral_open,open,Collaborate with others,0.2710825438373441
Performance and Stability,gemma3_4b,mistral_open,open,Go Live,0.07159431610978773
Performance and Stability,gemma3_4b,mistral_open,open,Keeping up with friends,0.4332393444344028
Performance and Stability,gemma3_4b,mistral_open,open,List items for sale,0.5003654648288534
Performance and Stability,gemma3_4b,mistral_open,open,Photo effects,0.17470711442430467
Performance and Stability,gemma3_4b,mistral_open,open,Play games,0.19147424224457288
Performance and Stability,gemma3_4b,mistral_open,open,Play playlist on shuffle mode,0.8241751119530859
Performance and Stability,gemma3_4b,mistral_open,open,Rate movies,0.22910285525986454
Performance and Stability,gemma3_4b,mistral_open,open,Search for offer on item,0.13892536838225306
Performance and Stability,gemma3_4b,mistral_open,open,Send files,0.4792354329062156
Performance and Stability,gemma3_4b,mistral_open,open,Watch streams,0.40939200936633285
Performance and Stability,gemma3_4b,mistral_open,open,Write notes,0.6453771414157389
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Access to movies,0.7748097203628745
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Access to podcasts,0.5034576128498669
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Broadcast messages to multiple contacts,0.4340087332278329
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Build photo collage,0.2331662209654288
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Collaborate with others,0.30971309317700824
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Go Live,0.26702928845526397
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Keeping up with friends,0.4018081475498996
Performance and Stability,gemma3_4b,deepseekr1_8b,open,List items for sale,0.4296341426810089
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Photo effects,0.23924345622426832
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Play games,0.24271216456279676
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Play playlist on shuffle mode,0.7393203935158295
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Rate movies,0.24016902100090054
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Search for offer on item,0.12826456328578856
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Send files,0.19447768291068976
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Watch streams,0.37351358462854034
Performance and Stability,gemma3_4b,deepseekr1_8b,open,Write notes,0.532277855154315
Performance and Stability,gemma3_4b,openai,cross,Access to movies,0.7637638803511337
Performance and Stability,gemma3_4b,openai,cross,Access to podcasts,0.6652085695678174
Performance and Stability,gemma3_4b,openai,cross,Broadcast messages to multiple contacts,0.4091712590381879
Performance and Stability,gemma3_4b,openai,cross,Build photo collage,0.27161804649459276
Performance and Stability,gemma3_4b,openai,cross,Collaborate with others,0.55175447969393
Performance and Stability,gemma3_4b,openai,cross,Go Live,0.20519413302450454
Performance and Stability,gemma3_4b,openai,cross,Keeping up with friends,0.722373955956622
Performance and Stability,gemma3_4b,openai,cross,List items for sale,0.6737735627871854
Performance and Stability,gemma3_4b,openai,cross,Photo effects,0.29448734260562603
Performance and Stability,gemma3_4b,openai,cross,Play games,0.20175790322380718
Performance and Stability,gemma3_4b,openai,cross,Play playlist on shuffle mode,0.7145046532537763
Performance and Stability,gemma3_4b,openai,cross,Rate movies,0.3588654037526301
Performance and Stability,gemma3_4b,openai,cross,Search for offer on item,0.13770121464067228
Performance and Stability,gemma3_4b,openai,cross,Send files,0.3962303208144584
Performance and Stability,gemma3_4b,openai,cross,Watch streams,0.47671973498989767
Performance and Stability,gemma3_4b,openai,cross,Write notes,0.5321816867244753
Performance and Stability,gemma3_4b,gemini,cross,Access to movies,0.46201394686205965
Performance and Stability,gemma3_4b,gemini,cross,Access to podcasts,0.5137813619893674
Performance and Stability,gemma3_4b,gemini,cross,Broadcast messages to multiple contacts,0.45771414094755447
Performance and Stability,gemma3_4b,gemini,cross,Build photo collage,0.20299904581437317
Performance and Stability,gemma3_4b,gemini,cross,Collaborate with others,0.4374061824871383
Performance and Stability,gemma3_4b,gemini,cross,Go Live,0.21034292114131206
Performance and Stability,gemma3_4b,gemini,cross,Keeping up with friends,0.6824000580524902
Performance and Stability,gemma3_4b,gemini,cross,List items for sale,0.47230953137149895
Performance and Stability,gemma3_4b,gemini,cross,Photo effects,0.27945232581524343
Performance and Stability,gemma3_4b,gemini,cross,Play games,0.14569303472982292
Performance and Stability,gemma3_4b,gemini,cross,Play playlist on shuffle mode,0.6947202314765734
Performance and Stability,gemma3_4b,gemini,cross,Rate movies,0.432174869091095
Performance and Stability,gemma3_4b,gemini,cross,Search for offer on item,0.12609583073569944
Performance and Stability,gemma3_4b,gemini,cross,Send files,0.315331786152529
Performance and Stability,gemma3_4b,gemini,cross,Watch streams,0.4522902488193502
Performance and Stability,gemma3_4b,gemini,cross,Write notes,0.3792352755185776
Performance and Stability,gemma3_4b,anthropic,cross,Access to movies,0.8402684054803543
Performance and Stability,gemma3_4b,anthropic,cross,Access to podcasts,0.5987968418464356
Performance and Stability,gemma3_4b,anthropic,cross,Broadcast messages to multiple contacts,0.4714937831071365
Performance and Stability,gemma3_4b,anthropic,cross,Build photo collage,0.24413725307289103
Performance and Stability,gemma3_4b,anthropic,cross,Collaborate with others,0.45114643678629707
Performance and Stability,gemma3_4b,anthropic,cross,Go Live,0.2666891816278881
Performance and Stability,gemma3_4b,anthropic,cross,Keeping up with friends,0.6054916254865621
Performance and Stability,gemma3_4b,anthropic,cross,List items for sale,0.6211396383052243
Performance and Stability,gemma3_4b,anthropic,cross,Photo effects,0.30541372227476854
Performance and Stability,gemma3_4b,anthropic,cross,Play games,0.3101985747582161
Performance and Stability,gemma3_4b,anthropic,cross,Play playlist on shuffle mode,0.8270530650829684
Performance and Stability,gemma3_4b,anthropic,cross,Rate movies,0.38196751415074376
Performance and Stability,gemma3_4b,anthropic,cross,Search for offer on item,0.1199489975039036
Performance and Stability,gemma3_4b,anthropic,cross,Send files,0.1606224981586525
Performance and Stability,gemma3_4b,anthropic,cross,Watch streams,0.4220361604640986
Performance and Stability,gemma3_4b,anthropic,cross,Write notes,0.5775296069912936
Performance and Stability,gemma3_4b,mistral,cross,Access to movies,0.8184887319776676
