model,criterion,feature,rbo
mistral_open,User Ratings,Search for offer on item,0.8072954997633479
mistral_open,User Ratings,List items for sale,0.691695854374897
deepseekr1_8b,Accessibility Features,Broadcast messages to multiple contacts,0.666178738624427
deepseekr1_8b,Accessibility Features,Send files,0.5779640569999902
deepseekr1_8b,Accessibility Features,Watch streams,0.7321701686228546
deepseekr1_8b,Accessibility Features,Go Live,0.7759439092634353
deepseekr1_8b,Accessibility Features,Play playlist on shuffle mode,0.8349906101004729
deepseekr1_8b,Accessibility Features,Access to podcasts,0.8158425825583233
deepseekr1_8b,Accessibility Features,Build photo collage,0.43858438356769636
deepseekr1_8b,Accessibility Features,Photo effects,0.5742721923291356
deepseekr1_8b,Accessibility Features,Access to movies,0.7443074931074476
deepseekr1_8b,Accessibility Features,Rate movies,0.48503474126605217
deepseekr1_8b,Accessibility Features,Keeping up with friends,0.5458704562618021
deepseekr1_8b,Accessibility Features,Play games,0.6080815421061259
deepseekr1_8b,Accessibility Features,Collaborate with others,0.6552469627582366
deepseekr1_8b,Accessibility Features,Write notes,0.6347252968928566
deepseekr1_8b,Accessibility Features,Search for offer on item,0.45107723544723904
deepseekr1_8b,Accessibility Features,List items for sale,0.43920146509853053
deepseekr1_8b,Cost and Pricing,Broadcast messages to multiple contacts,0.6221269131226727
deepseekr1_8b,Cost and Pricing,Send files,0.4635647588440541
deepseekr1_8b,Cost and Pricing,Watch streams,0.45494696177786553
deepseekr1_8b,Cost and Pricing,Go Live,0.748683168874033
deepseekr1_8b,Cost and Pricing,Play playlist on shuffle mode,0.5331237201150427
deepseekr1_8b,Cost and Pricing,Access to podcasts,0.7186633190092547
deepseekr1_8b,Cost and Pricing,Build photo collage,0.4399502670497898
deepseekr1_8b,Cost and Pricing,Photo effects,0.5891878716042604
deepseekr1_8b,Cost and Pricing,Access to movies,0.5870780911837522
deepseekr1_8b,Cost and Pricing,Rate movies,0.5351196453647897
deepseekr1_8b,Cost and Pricing,Keeping up with friends,0.5386331563836485
deepseekr1_8b,Cost and Pricing,Play games,0.41971702944829115
deepseekr1_8b,Cost and Pricing,Collaborate with others,0.5219527749941968
deepseekr1_8b,Cost and Pricing,Write notes,0.656166657000206
deepseekr1_8b,Cost and Pricing,Search for offer on item,0.457867795045323
deepseekr1_8b,Cost and Pricing,List items for sale,0.46905629561829276
deepseekr1_8b,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.771067770458642
deepseekr1_8b,Cross-Platform Synchronization,Send files,0.7699979115797999
deepseekr1_8b,Cross-Platform Synchronization,Watch streams,0.6994246501277185
deepseekr1_8b,Cross-Platform Synchronization,Go Live,0.7679168752469316
deepseekr1_8b,Cross-Platform Synchronization,Play playlist on shuffle mode,0.8614622385242457
deepseekr1_8b,Cross-Platform Synchronization,Access to podcasts,0.7818206756374464
deepseekr1_8b,Cross-Platform Synchronization,Build photo collage,0.554130595492407
deepseekr1_8b,Cross-Platform Synchronization,Photo effects,0.6801797867486137
deepseekr1_8b,Cross-Platform Synchronization,Access to movies,0.7662828527596351
deepseekr1_8b,Cross-Platform Synchronization,Rate movies,0.558083974136922
deepseekr1_8b,Cross-Platform Synchronization,Keeping up with friends,0.6993441553180805
deepseekr1_8b,Cross-Platform Synchronization,Play games,0.7138684003346033
deepseekr1_8b,Cross-Platform Synchronization,Collaborate with others,0.5200186421209195
deepseekr1_8b,Cross-Platform Synchronization,Write notes,0.7740173969239964
deepseekr1_8b,Cross-Platform Synchronization,Search for offer on item,0.6523356109601844
deepseekr1_8b,Cross-Platform Synchronization,List items for sale,0.6024168364771096
deepseekr1_8b,Customer Support,Broadcast messages to multiple contacts,0.5861439913456844
deepseekr1_8b,Customer Support,Send files,0.6957587445241157
deepseekr1_8b,Customer Support,Watch streams,0.5565781283271327
deepseekr1_8b,Customer Support,Go Live,0.5703861133118213
deepseekr1_8b,Customer Support,Play playlist on shuffle mode,0.7199075695893744
deepseekr1_8b,Customer Support,Access to podcasts,0.7287647204920951
deepseekr1_8b,Customer Support,Build photo collage,0.45194237307587076
deepseekr1_8b,Customer Support,Photo effects,0.552708292514472
deepseekr1_8b,Customer Support,Access to movies,0.7338598679492898
deepseekr1_8b,Customer Support,Rate movies,0.46827688764852693
deepseekr1_8b,Customer Support,Keeping up with friends,0.6346800626426226
deepseekr1_8b,Customer Support,Play games,0.38186400440458695
deepseekr1_8b,Customer Support,Collaborate with others,0.7417757179462618
deepseekr1_8b,Customer Support,Write notes,0.6234414864281714
deepseekr1_8b,Customer Support,Search for offer on item,0.39164718487300976
deepseekr1_8b,Customer Support,List items for sale,0.6685163559932932
deepseekr1_8b,Customization Options,Broadcast messages to multiple contacts,0.4872401444242825
deepseekr1_8b,Customization Options,Send files,0.47257558665114596
deepseekr1_8b,Customization Options,Watch streams,0.6533034843265829
deepseekr1_8b,Customization Options,Go Live,0.6486215444414285
deepseekr1_8b,Customization Options,Play playlist on shuffle mode,0.3773444117965551
deepseekr1_8b,Customization Options,Access to podcasts,0.6953798722657265
deepseekr1_8b,Customization Options,Build photo collage,0.5210220389813599
deepseekr1_8b,Customization Options,Photo effects,0.5462354069608961
deepseekr1_8b,Customization Options,Access to movies,0.6600506527654415
deepseekr1_8b,Customization Options,Rate movies,0.5959867034854345
deepseekr1_8b,Customization Options,Keeping up with friends,0.6587976437577224
deepseekr1_8b,Customization Options,Play games,0.741022220855698
deepseekr1_8b,Customization Options,Collaborate with others,0.5535471866462887
deepseekr1_8b,Customization Options,Write notes,0.6852037947075811
deepseekr1_8b,Customization Options,Search for offer on item,0.38336247398911855
deepseekr1_8b,Customization Options,List items for sale,0.583543216157112
deepseekr1_8b,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.5222109672319368
deepseekr1_8b,Feature Breadth and Richness,Send files,0.7661629181051591
deepseekr1_8b,Feature Breadth and Richness,Watch streams,0.6524700627866528
deepseekr1_8b,Feature Breadth and Richness,Go Live,0.7266796692047197
deepseekr1_8b,Feature Breadth and Richness,Play playlist on shuffle mode,0.8737250078207476
deepseekr1_8b,Feature Breadth and Richness,Access to podcasts,0.5859564224034386
deepseekr1_8b,Feature Breadth and Richness,Build photo collage,0.5501572638538392
deepseekr1_8b,Feature Breadth and Richness,Photo effects,0.5487508752701948
deepseekr1_8b,Feature Breadth and Richness,Access to movies,0.7890219006821031
deepseekr1_8b,Feature Breadth and Richness,Rate movies,0.7582689062286379
deepseekr1_8b,Feature Breadth and Richness,Keeping up with friends,0.8485231139644902
deepseekr1_8b,Feature Breadth and Richness,Play games,0.587079325767524
deepseekr1_8b,Feature Breadth and Richness,Collaborate with others,0.6824327957115541
deepseekr1_8b,Feature Breadth and Richness,Write notes,0.7297809526627924
deepseekr1_8b,Feature Breadth and Richness,Search for offer on item,0.5937085640686328
deepseekr1_8b,Feature Breadth and Richness,List items for sale,0.5785939272052574
deepseekr1_8b,Integration with Other Services,Broadcast messages to multiple contacts,0.47982524510455143
deepseekr1_8b,Integration with Other Services,Send files,0.6787228746980032
deepseekr1_8b,Integration with Other Services,Watch streams,0.5694886485462772
deepseekr1_8b,Integration with Other Services,Go Live,0.5448832296588868
deepseekr1_8b,Integration with Other Services,Play playlist on shuffle mode,0.7972843201357758
deepseekr1_8b,Integration with Other Services,Access to podcasts,0.6675382074330003
deepseekr1_8b,Integration with Other Services,Build photo collage,0.5174663913655301
deepseekr1_8b,Integration with Other Services,Photo effects,0.5315702076028648
deepseekr1_8b,Integration with Other Services,Access to movies,0.767511838398117
deepseekr1_8b,Integration with Other Services,Rate movies,0.5250145613224719
deepseekr1_8b,Integration with Other Services,Keeping up with friends,0.7981124947391844
deepseekr1_8b,Integration with Other Services,Play games,0.4757950515376358
deepseekr1_8b,Integration with Other Services,Collaborate with others,0.7018810039815441
deepseekr1_8b,Integration with Other Services,Write notes,0.686847008248701
deepseekr1_8b,Integration with Other Services,Search for offer on item,0.4155123353107963
deepseekr1_8b,Integration with Other Services,List items for sale,0.6593577402208369
deepseekr1_8b,Performance and Stability,Broadcast messages to multiple contacts,0.8171772346601751
deepseekr1_8b,Performance and Stability,Send files,0.46335737969017865
deepseekr1_8b,Performance and Stability,Watch streams,0.4634307172813184
deepseekr1_8b,Performance and Stability,Go Live,0.734754978944346
deepseekr1_8b,Performance and Stability,Play playlist on shuffle mode,0.8001526742775565
deepseekr1_8b,Performance and Stability,Access to podcasts,0.7556894750760303
deepseekr1_8b,Performance and Stability,Build photo collage,0.45944492125032116
deepseekr1_8b,Performance and Stability,Photo effects,0.6934687770573951
deepseekr1_8b,Performance and Stability,Access to movies,0.9016189430225925
deepseekr1_8b,Performance and Stability,Rate movies,0.5122119537257678
deepseekr1_8b,Performance and Stability,Keeping up with friends,0.6728475124405463
deepseekr1_8b,Performance and Stability,Play games,0.8193859214980445
deepseekr1_8b,Performance and Stability,Collaborate with others,0.7350816846234473
deepseekr1_8b,Performance and Stability,Write notes,0.6797133304622546
deepseekr1_8b,Performance and Stability,Search for offer on item,0.343760183227137
deepseekr1_8b,Performance and Stability,List items for sale,0.40540024976407174
deepseekr1_8b,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.7324493483523423
deepseekr1_8b,Platform and Device Compatibility,Send files,0.7362974534441836
deepseekr1_8b,Platform and Device Compatibility,Watch streams,0.8105822939726769
deepseekr1_8b,Platform and Device Compatibility,Go Live,0.5159814515474455
deepseekr1_8b,Platform and Device Compatibility,Play playlist on shuffle mode,0.6376695412620905
deepseekr1_8b,Platform and Device Compatibility,Access to podcasts,0.6514952281354036
deepseekr1_8b,Platform and Device Compatibility,Build photo collage,0.42848540040350647
deepseekr1_8b,Platform and Device Compatibility,Photo effects,0.6045306624828168
deepseekr1_8b,Platform and Device Compatibility,Access to movies,0.45665074109768083
deepseekr1_8b,Platform and Device Compatibility,Rate movies,0.5787450474196849
deepseekr1_8b,Platform and Device Compatibility,Keeping up with friends,0.6705203737714205
deepseekr1_8b,Platform and Device Compatibility,Play games,0.6860602695058575
deepseekr1_8b,Platform and Device Compatibility,Collaborate with others,0.7848100957860218
deepseekr1_8b,Platform and Device Compatibility,Write notes,0.662629262444133
deepseekr1_8b,Platform and Device Compatibility,Search for offer on item,0.5492556716178327
deepseekr1_8b,Platform and Device Compatibility,List items for sale,0.6823357125708216
deepseekr1_8b,Popularity and Market Reach,Broadcast messages to multiple contacts,0.7372780730026545
deepseekr1_8b,Popularity and Market Reach,Send files,0.472291091198309
deepseekr1_8b,Popularity and Market Reach,Watch streams,0.691891025090517
deepseekr1_8b,Popularity and Market Reach,Go Live,0.861053186381546
deepseekr1_8b,Popularity and Market Reach,Play playlist on shuffle mode,0.8891799076000261
deepseekr1_8b,Popularity and Market Reach,Access to podcasts,0.6001344520070055
deepseekr1_8b,Popularity and Market Reach,Build photo collage,0.6397333748202632
deepseekr1_8b,Popularity and Market Reach,Photo effects,0.7712612062176892
deepseekr1_8b,Popularity and Market Reach,Access to movies,0.8553266157971549
deepseekr1_8b,Popularity and Market Reach,Rate movies,0.635864791105155
deepseekr1_8b,Popularity and Market Reach,Keeping up with friends,0.867990432815392
deepseekr1_8b,Popularity and Market Reach,Play games,0.8403002419867016
deepseekr1_8b,Popularity and Market Reach,Collaborate with others,0.609236187873654
deepseekr1_8b,Popularity and Market Reach,Write notes,0.6342771939305553
deepseekr1_8b,Popularity and Market Reach,Search for offer on item,0.473574354456617
deepseekr1_8b,Popularity and Market Reach,List items for sale,0.5922563952615654
deepseekr1_8b,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.8374433446028202
deepseekr1_8b,Regional and Geographical Availability,Send files,0.7255327371259422
deepseekr1_8b,Regional and Geographical Availability,Watch streams,0.749595301808529
deepseekr1_8b,Regional and Geographical Availability,Go Live,0.790923478417846
deepseekr1_8b,Regional and Geographical Availability,Play playlist on shuffle mode,0.7897150899242493
deepseekr1_8b,Regional and Geographical Availability,Access to podcasts,0.6867060754153576
deepseekr1_8b,Regional and Geographical Availability,Build photo collage,0.42923117503674096
deepseekr1_8b,Regional and Geographical Availability,Photo effects,0.7327029415960915
deepseekr1_8b,Regional and Geographical Availability,Access to movies,0.7606628722727722
deepseekr1_8b,Regional and Geographical Availability,Rate movies,0.5286515191327077
deepseekr1_8b,Regional and Geographical Availability,Keeping up with friends,0.7591341994069576
deepseekr1_8b,Regional and Geographical Availability,Play games,0.6635017659332109
deepseekr1_8b,Regional and Geographical Availability,Collaborate with others,0.5635333162041859
deepseekr1_8b,Regional and Geographical Availability,Write notes,0.7183570948321456
deepseekr1_8b,Regional and Geographical Availability,Search for offer on item,0.6524643637278718
deepseekr1_8b,Regional and Geographical Availability,List items for sale,0.6539471869560302
deepseekr1_8b,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.666050267946411
deepseekr1_8b,Regular Updates and Maintenance,Send files,0.5163279648636796
deepseekr1_8b,Regular Updates and Maintenance,Watch streams,0.7034874499922903
deepseekr1_8b,Regular Updates and Maintenance,Go Live,0.7405468943089638
deepseekr1_8b,Regular Updates and Maintenance,Play playlist on shuffle mode,0.7832045447835592
deepseekr1_8b,Regular Updates and Maintenance,Access to podcasts,0.6911380474290276
deepseekr1_8b,Regular Updates and Maintenance,Build photo collage,0.39848635155374695
deepseekr1_8b,Regular Updates and Maintenance,Photo effects,0.6457117415254658
deepseekr1_8b,Regular Updates and Maintenance,Access to movies,0.8064766688985675
deepseekr1_8b,Regular Updates and Maintenance,Rate movies,0.6345652585184809
deepseekr1_8b,Regular Updates and Maintenance,Keeping up with friends,0.5797436341590549
deepseekr1_8b,Regular Updates and Maintenance,Play games,0.6719547537168821
deepseekr1_8b,Regular Updates and Maintenance,Collaborate with others,0.5234090756527203
deepseekr1_8b,Regular Updates and Maintenance,Write notes,0.591723476563795
deepseekr1_8b,Regular Updates and Maintenance,Search for offer on item,0.6913599863411544
deepseekr1_8b,Regular Updates and Maintenance,List items for sale,0.538254802422097
deepseekr1_8b,Security and Privacy,Broadcast messages to multiple contacts,0.7375386669376515
deepseekr1_8b,Security and Privacy,Send files,0.5436020355107944
deepseekr1_8b,Security and Privacy,Watch streams,0.462361984136737
deepseekr1_8b,Security and Privacy,Go Live,0.47675827913933355
deepseekr1_8b,Security and Privacy,Play playlist on shuffle mode,0.7237529991954641
deepseekr1_8b,Security and Privacy,Access to podcasts,0.4251602364223677
deepseekr1_8b,Security and Privacy,Build photo collage,0.39864250749424224
deepseekr1_8b,Security and Privacy,Photo effects,0.49840506157467823
deepseekr1_8b,Security and Privacy,Access to movies,0.7155075835388042
deepseekr1_8b,Security and Privacy,Rate movies,0.5208159175428098
deepseekr1_8b,Security and Privacy,Keeping up with friends,0.6617816701664444
deepseekr1_8b,Security and Privacy,Play games,0.39391698153217836
deepseekr1_8b,Security and Privacy,Collaborate with others,0.8059146923742594
deepseekr1_8b,Security and Privacy,Write notes,0.5153735572752185
deepseekr1_8b,Security and Privacy,Search for offer on item,0.465605900670937
deepseekr1_8b,Security and Privacy,List items for sale,0.51336951624219
deepseekr1_8b,User Engagement,Broadcast messages to multiple contacts,0.8341249645642727
deepseekr1_8b,User Engagement,Send files,0.6475369339626065
deepseekr1_8b,User Engagement,Watch streams,0.6471112398259888
deepseekr1_8b,User Engagement,Go Live,0.8665758586625742
deepseekr1_8b,User Engagement,Play playlist on shuffle mode,0.846623713648326
deepseekr1_8b,User Engagement,Access to podcasts,0.728119484627451
deepseekr1_8b,User Engagement,Build photo collage,0.621776815275872
deepseekr1_8b,User Engagement,Photo effects,0.7310335562338137
deepseekr1_8b,User Engagement,Access to movies,0.7908743192480808
deepseekr1_8b,User Engagement,Rate movies,0.5567198664086366
deepseekr1_8b,User Engagement,Keeping up with friends,0.7946108414423682
deepseekr1_8b,User Engagement,Play games,0.6585705578557371
deepseekr1_8b,User Engagement,Collaborate with others,0.6131851749986706
deepseekr1_8b,User Engagement,Write notes,0.7376733895244733
deepseekr1_8b,User Engagement,Search for offer on item,0.2664459682522917
deepseekr1_8b,User Engagement,List items for sale,0.4781263987452918
deepseekr1_8b,User Interface and Experience,Broadcast messages to multiple contacts,0.7186707847819277
deepseekr1_8b,User Interface and Experience,Send files,0.4521940936111152
deepseekr1_8b,User Interface and Experience,Watch streams,0.696293548666146
deepseekr1_8b,User Interface and Experience,Go Live,0.7768323651147673
deepseekr1_8b,User Interface and Experience,Play playlist on shuffle mode,0.8837415233847141
deepseekr1_8b,User Interface and Experience,Access to podcasts,0.7184003709051343
deepseekr1_8b,User Interface and Experience,Build photo collage,0.6012631775807054
deepseekr1_8b,User Interface and Experience,Photo effects,0.716983174648465
deepseekr1_8b,User Interface and Experience,Access to movies,0.8907785568556047
deepseekr1_8b,User Interface and Experience,Rate movies,0.5148114347114955
deepseekr1_8b,User Interface and Experience,Keeping up with friends,0.49928562652088393
deepseekr1_8b,User Interface and Experience,Play games,0.5472784616419764
deepseekr1_8b,User Interface and Experience,Collaborate with others,0.49175690980613185
deepseekr1_8b,User Interface and Experience,Write notes,0.639488278071994
deepseekr1_8b,User Interface and Experience,Search for offer on item,0.2926730902413718
deepseekr1_8b,User Interface and Experience,List items for sale,0.34041084743209876
deepseekr1_8b,User Ratings,Broadcast messages to multiple contacts,0.8109066635586915
deepseekr1_8b,User Ratings,Send files,0.5273254950135595
deepseekr1_8b,User Ratings,Watch streams,0.8065352107294375
deepseekr1_8b,User Ratings,Go Live,0.6578310833416136
deepseekr1_8b,User Ratings,Play playlist on shuffle mode,0.7287446818593534
deepseekr1_8b,User Ratings,Access to podcasts,0.7219251382102705
deepseekr1_8b,User Ratings,Build photo collage,0.5962142921330814
deepseekr1_8b,User Ratings,Photo effects,0.685054824613762
deepseekr1_8b,User Ratings,Access to movies,0.8512221845722834
deepseekr1_8b,User Ratings,Rate movies,0.4955900663885511
deepseekr1_8b,User Ratings,Keeping up with friends,0.5840306890236764
deepseekr1_8b,User Ratings,Play games,0.7657504047887299
deepseekr1_8b,User Ratings,Collaborate with others,0.7590797722356024
deepseekr1_8b,User Ratings,Write notes,0.7705657850137769
deepseekr1_8b,User Ratings,Search for offer on item,0.3889726003924718
deepseekr1_8b,User Ratings,List items for sale,0.6438984308161089
openai,Accessibility Features,Broadcast messages to multiple contacts,0.6768245537557305
openai,Accessibility Features,Send files,0.7130196623699085
openai,Accessibility Features,Watch streams,0.8995854559776216
openai,Accessibility Features,Go Live,0.8822327360530698
openai,Accessibility Features,Play playlist on shuffle mode,0.8752970416819785
openai,Accessibility Features,Access to podcasts,0.8989635705038428
openai,Accessibility Features,Build photo collage,0.8859874135538887
openai,Accessibility Features,Photo effects,0.4616287817573519
openai,Accessibility Features,Access to movies,0.7599983922124289
openai,Accessibility Features,Rate movies,0.5782178944421943
openai,Accessibility Features,Keeping up with friends,0.7385825574916298
openai,Accessibility Features,Play games,0.2304139738747602
openai,Accessibility Features,Collaborate with others,0.6627110534697694
openai,Accessibility Features,Write notes,0.887024234145618
openai,Accessibility Features,Search for offer on item,0.8411129493710228
openai,Accessibility Features,List items for sale,0.8247294197841304
openai,Cost and Pricing,Broadcast messages to multiple contacts,0.7471316261505475
openai,Cost and Pricing,Send files,0.6743224880058403
openai,Cost and Pricing,Watch streams,0.7547687911560916
openai,Cost and Pricing,Go Live,0.8016966130001915
openai,Cost and Pricing,Play playlist on shuffle mode,0.597246078777185
openai,Cost and Pricing,Access to podcasts,0.7174662215383484
openai,Cost and Pricing,Build photo collage,0.6467435861760913
openai,Cost and Pricing,Photo effects,0.6716850864351105
openai,Cost and Pricing,Access to movies,0.7764614931760833
openai,Cost and Pricing,Rate movies,0.7142052023405854
openai,Cost and Pricing,Keeping up with friends,0.8011624619474722
openai,Cost and Pricing,Play games,0.6638640895375361
openai,Cost and Pricing,Collaborate with others,0.8174845264414315
openai,Cost and Pricing,Write notes,0.7950973682236593
openai,Cost and Pricing,Search for offer on item,0.528874901620723
openai,Cost and Pricing,List items for sale,0.7941752664508752
openai,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.7548958329412568
openai,Cross-Platform Synchronization,Send files,0.8557708495562517
openai,Cross-Platform Synchronization,Watch streams,0.7881574412713871
openai,Cross-Platform Synchronization,Go Live,0.7860475106872724
openai,Cross-Platform Synchronization,Play playlist on shuffle mode,0.9053098035603023
openai,Cross-Platform Synchronization,Access to podcasts,0.6595877230018939
openai,Cross-Platform Synchronization,Build photo collage,0.7294337451143932
openai,Cross-Platform Synchronization,Photo effects,0.7789189159859994
openai,Cross-Platform Synchronization,Access to movies,0.8919382674753104
openai,Cross-Platform Synchronization,Rate movies,0.7406328391127891
openai,Cross-Platform Synchronization,Keeping up with friends,0.7937735570089343
openai,Cross-Platform Synchronization,Play games,0.7096556334849614
openai,Cross-Platform Synchronization,Collaborate with others,0.895218672453
openai,Cross-Platform Synchronization,Write notes,0.8795053771485192
openai,Cross-Platform Synchronization,Search for offer on item,0.6870501797331359
openai,Cross-Platform Synchronization,List items for sale,0.7731727525976262
openai,Customer Support,Broadcast messages to multiple contacts,0.8308070482167421
openai,Customer Support,Send files,0.7024139263784467
openai,Customer Support,Watch streams,0.7033406109847744
openai,Customer Support,Go Live,0.8350921510484062
openai,Customer Support,Play playlist on shuffle mode,0.9023910757773181
openai,Customer Support,Access to podcasts,0.6952690173434701
openai,Customer Support,Build photo collage,0.8472584441429921
openai,Customer Support,Photo effects,0.5388558294339919
openai,Customer Support,Access to movies,0.6873747090455842
openai,Customer Support,Rate movies,0.39404738791966665
openai,Customer Support,Keeping up with friends,0.7957439747776479
openai,Customer Support,Play games,0.3880956054989465
openai,Customer Support,Collaborate with others,0.7310766224124553
openai,Customer Support,Write notes,0.744684075971249
openai,Customer Support,Search for offer on item,0.6730699055245133
openai,Customer Support,List items for sale,0.6783399624458617
openai,Customization Options,Broadcast messages to multiple contacts,0.8154884561098698
openai,Customization Options,Send files,0.6314070951381404
openai,Customization Options,Watch streams,0.7034473638913263
openai,Customization Options,Go Live,0.5217778734453338
openai,Customization Options,Play playlist on shuffle mode,0.5181100060717598
openai,Customization Options,Access to podcasts,0.7466900476928846
openai,Customization Options,Build photo collage,0.6960766763269873
openai,Customization Options,Photo effects,0.5698452919688861
openai,Customization Options,Access to movies,0.7488237018534133
openai,Customization Options,Rate movies,0.3167321484656795
openai,Customization Options,Keeping up with friends,0.8820699882410746
openai,Customization Options,Play games,0.8362019398754239
openai,Customization Options,Collaborate with others,0.8461126476951175
openai,Customization Options,Write notes,0.6745664888029934
openai,Customization Options,Search for offer on item,0.6411943563300224
openai,Customization Options,List items for sale,0.633709930129181
openai,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.7332489142997779
openai,Feature Breadth and Richness,Send files,0.6884546446510815
openai,Feature Breadth and Richness,Watch streams,0.7180474535853603
openai,Feature Breadth and Richness,Go Live,0.7413024234142837
openai,Feature Breadth and Richness,Play playlist on shuffle mode,0.8204927116246621
openai,Feature Breadth and Richness,Access to podcasts,0.8481518071699451
openai,Feature Breadth and Richness,Build photo collage,0.6853502763647963
openai,Feature Breadth and Richness,Photo effects,0.7167848753686321
openai,Feature Breadth and Richness,Access to movies,0.752035843093074
openai,Feature Breadth and Richness,Rate movies,0.8029758594523624
openai,Feature Breadth and Richness,Keeping up with friends,0.8118466679800642
openai,Feature Breadth and Richness,Play games,0.49078822622036916
openai,Feature Breadth and Richness,Collaborate with others,0.7200689400730312
openai,Feature Breadth and Richness,Write notes,0.866116571126821
openai,Feature Breadth and Richness,Search for offer on item,0.5890037644904083
openai,Feature Breadth and Richness,List items for sale,0.7201964178865738
openai,Integration with Other Services,Broadcast messages to multiple contacts,0.6334003863891127
openai,Integration with Other Services,Send files,0.8791977793946746
openai,Integration with Other Services,Watch streams,0.8100396333328442
openai,Integration with Other Services,Go Live,0.8276046937222414
openai,Integration with Other Services,Play playlist on shuffle mode,0.8665771649164988
openai,Integration with Other Services,Access to podcasts,0.9362004218635182
openai,Integration with Other Services,Build photo collage,0.710904371215868
openai,Integration with Other Services,Photo effects,0.5681350141052295
openai,Integration with Other Services,Access to movies,0.6246886478279594
openai,Integration with Other Services,Rate movies,0.603058289613789
openai,Integration with Other Services,Keeping up with friends,0.9477856297920472
openai,Integration with Other Services,Play games,0.4266076164605631
openai,Integration with Other Services,Collaborate with others,0.8032205400619274
openai,Integration with Other Services,Write notes,0.8534439563987201
openai,Integration with Other Services,Search for offer on item,0.5948044293675454
openai,Integration with Other Services,List items for sale,0.7802068148621404
openai,Performance and Stability,Broadcast messages to multiple contacts,0.659481531746749
openai,Performance and Stability,Send files,0.4493065394984087
openai,Performance and Stability,Watch streams,0.8189390886498167
openai,Performance and Stability,Go Live,0.7045032367555157
openai,Performance and Stability,Play playlist on shuffle mode,0.7954993695137509
openai,Performance and Stability,Access to podcasts,0.9005438905425864
openai,Performance and Stability,Build photo collage,0.7659967727319951
openai,Performance and Stability,Photo effects,0.6766243885649275
openai,Performance and Stability,Access to movies,0.8993163634406626
openai,Performance and Stability,Rate movies,0.7589943679107295
openai,Performance and Stability,Keeping up with friends,0.7865175691595276
openai,Performance and Stability,Play games,0.5205758973496506
openai,Performance and Stability,Collaborate with others,0.8026013548233788
openai,Performance and Stability,Write notes,0.7610542169725325
openai,Performance and Stability,Search for offer on item,0.6908483240270915
openai,Performance and Stability,List items for sale,0.7727751433411723
openai,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.8033762272916679
openai,Platform and Device Compatibility,Send files,0.6363457804392675
openai,Platform and Device Compatibility,Watch streams,0.8855132778972828
openai,Platform and Device Compatibility,Go Live,0.7944289812485413
openai,Platform and Device Compatibility,Play playlist on shuffle mode,0.8966944785428417
openai,Platform and Device Compatibility,Access to podcasts,0.764464674179436
openai,Platform and Device Compatibility,Build photo collage,0.8421424494358891
openai,Platform and Device Compatibility,Photo effects,0.533043709606966
openai,Platform and Device Compatibility,Access to movies,0.7990593317266291
openai,Platform and Device Compatibility,Rate movies,0.8520448679764291
openai,Platform and Device Compatibility,Keeping up with friends,0.8847656140038392
openai,Platform and Device Compatibility,Play games,0.5685269194680211
openai,Platform and Device Compatibility,Collaborate with others,0.9258521865973692
openai,Platform and Device Compatibility,Write notes,0.937458792372842
openai,Platform and Device Compatibility,Search for offer on item,0.8102735961570756
openai,Platform and Device Compatibility,List items for sale,0.7103523936600254
openai,Popularity and Market Reach,Broadcast messages to multiple contacts,0.8946396952507889
openai,Popularity and Market Reach,Send files,0.7982264464819201
openai,Popularity and Market Reach,Watch streams,0.7896391306294046
openai,Popularity and Market Reach,Go Live,0.7147261771604899
openai,Popularity and Market Reach,Play playlist on shuffle mode,0.9670451385929368
openai,Popularity and Market Reach,Access to podcasts,0.9195032795876348
openai,Popularity and Market Reach,Build photo collage,0.7866770707037969
openai,Popularity and Market Reach,Photo effects,0.8297807475645185
openai,Popularity and Market Reach,Access to movies,0.7703288752431893
openai,Popularity and Market Reach,Rate movies,0.8262449166228716
openai,Popularity and Market Reach,Keeping up with friends,0.7790708657002537
openai,Popularity and Market Reach,Play games,0.6611353567503438
openai,Popularity and Market Reach,Collaborate with others,0.634488620814419
openai,Popularity and Market Reach,Write notes,0.8893546723483388
openai,Popularity and Market Reach,Search for offer on item,0.7652653587776432
openai,Popularity and Market Reach,List items for sale,0.8510690922342636
openai,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.8429997965753906
openai,Regional and Geographical Availability,Send files,0.7867782734957621
openai,Regional and Geographical Availability,Watch streams,0.8807041121136632
openai,Regional and Geographical Availability,Go Live,0.7480408757058651
openai,Regional and Geographical Availability,Play playlist on shuffle mode,0.9526774985025899
openai,Regional and Geographical Availability,Access to podcasts,0.8757199543553394
openai,Regional and Geographical Availability,Build photo collage,0.7768040102880833
openai,Regional and Geographical Availability,Photo effects,0.7986607370072204
openai,Regional and Geographical Availability,Access to movies,0.77172876107518
