criteria,feature,model,correlation,num_comparisons
User_Reviews_and_Ratings,Photo effects,openai,-0.1535236459906339,30
User_Reviews_and_Ratings,Photo effects,mistral,-0.0034224391931090606,30
User_Reviews_and_Ratings,Photo effects,gemini,-0.16558565441633497,30
User_Reviews_and_Ratings,Play games,openai,-0.8460075176342433,30
User_Reviews_and_Ratings,Play games,mistral,0.05827159524910539,30
User_Reviews_and_Ratings,Play games,gemini,-0.4603825461427022,30
User_Reviews_and_Ratings,Play playlist on shuffle mode,openai,-0.3126492357549972,30
User_Reviews_and_Ratings,Play playlist on shuffle mode,mistral,-0.29996375029769345,30
User_Reviews_and_Ratings,Play playlist on shuffle mode,gemini,-0.5109363554761215,27
User_Reviews_and_Ratings,Rate movies,openai,-0.2796362665490945,30
User_Reviews_and_Ratings,Rate movies,mistral,-0.04829059068207417,30
User_Reviews_and_Ratings,Rate movies,gemini,0.04284677723839254,30
User_Reviews_and_Ratings,Search for offer on item,openai,-0.03445290784466929,30
User_Reviews_and_Ratings,Search for offer on item,mistral,0.24957666116581298,30
User_Reviews_and_Ratings,Search for offer on item,gemini,-0.07808744565902266,30
User_Reviews_and_Ratings,Send files,openai,-0.1271843273169835,30
User_Reviews_and_Ratings,Send files,mistral,-0.15883331265671383,30
User_Reviews_and_Ratings,Send files,gemini,-0.12871053139167848,30
User_Reviews_and_Ratings,Watch streams,openai,-0.5050764691306188,30
User_Reviews_and_Ratings,Watch streams,mistral,-0.16570400116591594,30
User_Reviews_and_Ratings,Watch streams,gemini,-0.43022334692405667,30
User_Reviews_and_Ratings,Write notes,openai,0.5648576081423133,30
User_Reviews_and_Ratings,Write notes,mistral,0.5357411263023192,30
User_Reviews_and_Ratings,Write notes,gemini,0.521611904641724,30
